Parcul_Național_din_Munții_Stâncoși Stâncoși
subsuoară subraț
de polimetacrilat_de_metil
arterială artere_îngroșate
lungime_de_undă undă
măr snopi
nearmonios nemelodios
Spike_Lee Spike
cu la
pungă risipitor
american steag_american
crochet ciocan_de_crochet
cutie chibrituri
Cartea Cronicilor
bătălia bătălia_de_la_Atlanta
comerț_cu_sclavi sclavi
niciunde nicăieri
George_IV George
de schimbător
mărgea_tubulară mărgea
face surf
[se] întrece [se] întâlni
necrescut nedezvoltat
fundamental principiu
nivelul semnalului
Gnaeus_Julius_Agricola Julius
fixa prinde_în_balamale
de extraordinar
de punct_de_suspensie
de groapă_de_gunoi
Războiul Roze
hipotiroidie hipotiroidism
cârnat_de_porc cârnat
gravitate gravitațională
spirit spirit_de_luptă
dinți pe
mâncare_pentru_păsări mâncare
salaah salat
de funcție_de_steward
motivare motiv
clopotul_lui_Gauss curbă_normală
decolorat spălăcit
lucioasă revistă_glossy
rata_criminalității rata
Brassica_oleracea_botrytis conopidă
explozie nucleară
dispoziție proastă
cerb elaphus
îngrădi închide
prosop prosop_de_mâini
Cairina moschata
Poa nemoralis
scăpărare scânteie
bară_de_fracție fracție
afazie anomie
arenă_de_box de
cel cel_mai_mare_divizor_comun
din substanță
combina îmbina
disc_intervertebral intervertebral
frică temere
spre spre_spațiu
morman maldăr
banc poantă
bălai blond
internă luptă
persecuție urgisire
fofoloancă păsărică
efort efort_minim
genul_Photoblepharon genul
proastă slabă
bucătărie masă_de_bucătărie
Bureau Bureau_of_Engraving_and_Printing
relație_director-acționari relație
de tact
|se| desface |se| împrăștia
plin încrezut
elucidare explicație
pune_capăt pune
26 și
altoi cârpi
sfială stinghereală
deschide începe
scădea îngroșa
preaslăvire proslăvire
auditiv sistem
atestat medicală
bluepoint stridie_bluepoint
intern rezident
de sub
pauză pauză_de_cafea
anatomie generală
salicilat salicilic
de zinc
extract_de_migdale extract
tract urinar
virus_varicela_zoster varicela
Cartea_Esterei Esterei
pe ști
neanderthalensis neandertalian
văl_parțial văl
strânge_mâna strânge
nespălat vulgar
cricket crosă
de vestică
avea_halucinații halucina
extincție sfârșit
dublu standard
puncte victorie_la_puncte
bancă centrală
glaucom glaucom_acut
parte parte_a_plantei
burete burete_de_sârmă
hormon_sexual hormon_steroid
pavilion_de_tir_sportiv pavilion
Vancouver Vancouver_Island
centrul_atenției lumina_reflectorului
venit venit_național
derivat heroină
Artie_Shaw Shaw
film strat
limbi_bantu limbi
organ_intern_femeiesc_de_reproducere organ
hârtie hârtie_de_ziar
bujor roșeață
[se] chinui [se] zbate
Harold Nicolson
festin ospeție
cot_la_cot la
electromagnetică radiație
grevă_japoneză grevă
Frederick_William_III William
zbârcitură încrețitură
trifoliata trifoiște
remontare înviorare
Gamaliel Warren_Gamaliel_Harding
coroană coroană_solară
munci_pe_brânci munci_pe_rupte
lega legatură
jos mai
omul_de_Neandertal omul
dependență droguri
scatom stercorom
cel_mai_bun mai
neîncredere-în sine
edita scoate
productivitate poductivitatea_muncii
acetic anhidrid
Citrus lime
caritabilă organizație
dans_din_buric dans
spațiu spațiu_liber
bătăiaș gonaș
date date_de_intrare
al minorității
al test_de_tuberculină_al_pielii
Apalachicola Râul
Chang_Jiang fluviul_Chang_Jiang
casetă videocasetă
ardei_de_America molle
judicata res_judicata
frecvență înaltă_frecvență
grant_în_bloc în
zbârnâire zbârnâit
desenate revistă_de_benzi_desenate
responsabilității simț
clorură clorură_de_sodiu
ambalator_de_carne ambalator
Hedeoma genul_Hedeoma
Clarence Shepard
fi_pregătit poziții
Johann von
nota înregistra
Baron_Hugh_Caswall_Tremenheere_Dowding Hugh
cu supapă
constanta constantă_gravitațională_universală
Bangladesh Populară
bezoat sodiu
sezonul sezonul_alb
fluturarea steagului
prostălău prostan
laconicitate laconism
dezamăgi decepționa
păcălelii păcălelilor
[se] munci [se] necăji
meserii școală_profesională
Insulele Insulele_Palau
Shakespeare Will
pietate pioșenie
pneumatic pneumatică
respecta stima
glonț tren_glonț
invertit pederast
armă armă_cu_aer_comprimat
cu om_cu_ziua
denudare descoperire
firuță firicea
mocirlos mlăștinos
răpciugos sfrijit
animal animală
potențial tensiune
Candida_albicans Monilia
belșug prisos
clasă_conducătoare clasă
categorie_gramaticală gramaticală
Beach Long
controlor_de_bilete de
om om_de_știință
harnică iarba-crucii
cu copii
Iran Republica
fățarnic ipocrit
corp ceresc
desemna pune
Forța Voluntară
pistă_de_rulare rulare
orișiunde oriunde
briceag brișcă
cârpă scutec
Bobby James
recăpăta recupera
Republica_Ecuador Republica
degustare degustație
[se] îmbujora [se] împurpura
nesupunere neascultare
statistica_distribuției_libere statistica
arcul tras_cu_arcul
contact sport_de_contact
pitic pumila
propoziție_restrictivă propoziție
poluare viciere
somatice transfer
tramvai_cu_cai tramvai
ca pe
măsea măsea_de_minte
palm palmier
genul genul_Capra
Numenius_arquata mare
relaxa slăbi
iniția lua
indiferență placiditate
aliment mâncare
toc_cui toc
avantaj folos
bălăceanca nebuni
la scărmăna
arunca_ancora ancora
admite accepta
cot_la_cot cot
persecutare prigoană
pocnet trosnet
de procedură_legală
convulsivă tuse
metal_greu metal
Clive_Sinclair Sinclair
observa urmări
atracție_magnetică magnetică
vertebrat vertebrat_acvatic
fi_cu_ochii_în_patru fi
linie linie_melodică
agent_patogen patogen
26 număr_atomic_26
prag prag_senzorial
carnet card_de_membru
friabil fărâmicios
Bond Julian_Bond
forță_centripetă forță
o_sută_unu o
fi_de_acord împărtăși
jurnalism_foto jurnalism
negru negreală
Podul_Bosfor Podul
unitate_de_capacitate volum
cotârșit cordeală
ameliorație îndreptare
determina_prin_clauze determina
sobru stăpânit
bonificație rabat
bate_la_cap cap
bar snack_bar
elocvent grăitor
Podul Podul_George_Washington
cult confesiune
aplicarea legii
intenționat rău
exilare surghiun
Luceafărul-de-Ziuă Luceafărul-de-Dimineață
fi nașterii
Patrula_de_Frontieră_Americană de
amoc cuprins_de_amoc
[se] destinde [se] deconecta
sfat ședință
traseu_de_autobuz traseu
alfa testare
morală tâlc
Agenția Internațională
freca tăia_frunza_la_câini
acid_acrilic propenoic
apicultură stupărie
prăjitor pâine
cutanat dalac
Percival Wavell
Lycopersicon esculentum
Tobago Trinidad
sta_de_gardă sta_de_strajă
de efect
redobândi recâștiga
armă_biologică armă
de negru_de_furie
fixitate neclintire
boală_cu_transmitere_X_linkată boală
sanie_de_câini sanie
baterie_voltaică baterie
Pseudococcus citrophilous
perioadă prescripție
face rău
iepure_de_vizuină lapin
|se| spânzura |se| suspenda
domoli ostoi
Laskar Laskar_Jihad
de jurământ
[se] aprinde lua
asistență_medicală ajutor_medical
atricol_de_dicționar dicționar
brațe îmbrățișat
lejer purta
Mill Stuart
nazal os_nazal
cuvinte_goale cuvinte
păsat_de_ovăz păsat
mări șapte_mări
despărți împrăștia
buhai_de_baltă_cu_burta_roșie roșie
degete_în_sticlă_de_ceas degete
vremuri vremuri_de_restriște
pat pat_de_cazarmă
Parția Regatul
Pistacia_terebinthus terebinthus
Haywood William_Dudley_Haywood
albie majoră
cercul_mare cercul
tânăr tânără
de sală_de_biliard
de vârful_muntelui
de tortul_miresei
greșeală vorbire
Boris Chain
creditului împrumutului
audio înregistrare
unghie unghie_de_la_mână
Parcul Shenandoah
Internațională ISKCON
tastă tab
pește pește_de_apă_dulce
Jerry_Lee_Lewis Lewis
calomel clorură_mercuroasă
Honduras din
a_cincea_roată la
bătălia lupta_de_la_lacul_Trasimenus
Universitatea_din_Michigan Universitatea
log logaritm
Hezbollahul_Turcesc Hezbollahul
reveni recâștiga
plănui tinde
ban_câștigat_rapid bani
trafic_de_stupefiante trafic
placă placă_de_circuit
contur siluetă
famila_Palaemonidae famila
lipsi_de_vedere lipsi
Arachis_hypogaea pământ
Herbert Herbert_Marx
izvor_termal izvor
obscuritate umbră
lumea pe_lumea_cealaltă
ciocan cocean
înfierbântat încins
proiectant tehnic
Hypericum_perforatum pojar
lăsa simula
evacua ieși
foc foc_de_semnalizare
răvășire răscolire
cratimă de
Chara genul_Chara
grup terorist
abjurare lepădare
lectularius pat
boală_monogenică monogenică
pensiune ține
copil școală
avantaja privilegia
barcarolă gondolieră
fi_simțit fi
Zane Zane_Grey
crede crede_strâmb
ciliat protozoar_ciliat
pipetă picătoare
Regatul Regatul_Hașemit_al_Iordaniei
linie_expres linie
robot_telefonic telefonic
artistic procedeu
bulă cumpănă_cu_apă
Kola Peninsula
globulă leucocită
forță_gravitațională forță
genul subarbust_din_genul_Vaccinium
bătălia_de_la_Sempatch bătălia
grup_biologic grup
control dominație
arbore catarg
secție secție_de_biologie
Bucephela_albeola Bucephela
gârbovit încovoiat
eronat fals
Sfântul_Gheorghe Sfântul
Universitatea_din_Brown Universitatea
gândac_lamelicorn lamelicorn
zmeu înălța_un_zmeu
creștină teologie_creștină
momentul moment
sfredelit sfredelire
arunca_peste_bord peste
sărbătoare_religioasă sărbătoare
mijlocul mai
sistem_centimetru-gram-secundă sistem_cgs
Ceratopsidae familia
amidon porumb
domeniu sector
Trichinella Trichinella_spiralis
cititului învățatul_cititului
deranjarea publice
[se] disocia [se] despărți
fornăi fonfăi
cu_drepturi_depline cu
Centaurea_americana americana
Anderson Carl
operații sală_de_operații
de design
la televizor
preducea sulă
răsărit vânt_de_răsărit
alegerilor membru
de partea_de_est
cultul_eroilor cultul
proiectil_rachetă rachetă
corpus corpus_luteum
aroganță vanitate
ca_să_zic_așa cum_se_spune
selecționa teren
companie_de_electronice de
pernă_de_șezut pernă
a ale
Podocarpus_coriaceus coriaceus
jeluială văitătură
crucea-voinicului floare-de-năduf
cădea |se| surpa
face_reduceri_de_personal personal
90 XC
in vitro
big bang
coprofagie scatofagie
afer furnicar
bătălia pe
Parus american
nivel nivel_de_trai
pierdere în
cuprinde pătrunde
hartan halcă
plasture_transdermal transdermal
în în_sus_și_în_jos
Vulpes_vulpes Vulpes
memoriza rost
[se] expatria emigra
epoxidică rășină
patrulă patrulă_de_poliție
Euonymus_atropurpureus atropurpureus
fereastră_activă fereastră
perforatum închegătoare
coardă_de_arc de
ansamblu de
declinare flexiune
esență tare
cartonată carte_legată
[se]_stinge [o] mierli
țară_de_proveniență țară
ancoraj de
mișcare mișcare_axială
catedră_de_psihologie psihologie
Sistemul Unități
atricol_de_dicționar lexicală
palatul_dur palatul
oprima prigoni
Râul Saint_Lawrence
desfăta delecta
fermeca ursi
grad treaptă
face_de_gardă sta_santinelă
justificativ justificator
agent_publicitar agent
Academia_Militară_a_Statelor_Unite_ale_Americii Militară
[se] învălmăși talmeș-balmeș
instaura stabili
Dame Fairfield
coeficientul coeficientul_phi
pudră_de_toaletă pudră_de_baie
labă picior_din_față
I cel
agud dud
patrie_mamă țară_de_obârșie
romaniță recutita
măr praf
Helen_Adams_Keller Helen
auditiv oscior_auditiv
gura satului
comoară pui
tumoră tumoare
scobitura_gleznei scobitura
Caesar Gaius_Octavianus
cu cresta
ancheta_prin_corespondență ancheta
de foarfecă_de_metal
Laurus nobilis
ocupație_de_timp_liber timp
rulantă scară
Andres șacalul
mutulac tăcut
anthurium pictorului
|se| strâmta |se| strânge
Alistair_Cooke Cooke
Lacul Lacul_Winnipeg
Africa Africa_de_vest
de înaltă
combustibil conductă
Populus_nigra Populus
descărca da
buimăci în
nătângie stupiditate
pene umflat
|se| îmbrăca |se| înveșmânta
creatură_imaginară fantastică
instalație_militară militară
zornăit zăngăt
ion negativ
de mașină_de_fabricat_cidru
Broughton of
oportun șansă
clor înălbitor
discuții de
Joseph_Goebbels Joseph
albastru_de_metil albastru
nor praf
drenaj scurgere
cuvânt pe
Anas rață_lingurar
gândire gândire_logică
evoluție mers_înainte
udului vezică_urinară
radiografie radiogramă
avocatură firmă_de_avocatură
bloc_defect bloc
Bernanrd Williams
portocal_amar portocal_sălbatic
selecție_naturală selecție
cefalalgie cefalee
Insula_Long Insula
majorității regula_majorității
ceas sticlă
fosă_abisală groapă
CV curriculum
circuit placă_de_circuit
operă operă_de_artă
North vârful_North_Peak
[se] ciondăni avea_o_dispută
de indice_de_refracție
John_Roy_Major John_R._Major
retrage_vorbele retracta
cupru mină
Marie Pierre
cel_mai_de_sus cel_mai_sus
magistrală stradă
duce_dorul dorul
micron micromilimetru
bătaie ciocănire
[se] fixa [se] decide
iubi plăcea
numele spune
fugă trage
Republica_Zimbabwe Republica
mărgică mărgea
John Sir
Tindale William
Cucurbita_argyrosperma argyrosperma
da divulga
de imnuri
Morții Valea_Morții
fără_bătăi_de_cap fără
proprietate proprietate_a_sunetului
de factor_de_siguranță
amărăciune amăreală
grații în
de presă_de_scandal
bombardament bombardare
furios mânios
cu carapacea
[se] așeza jos
[se] lipsi lăsa
Cartea_Întâi_a_Regilor Cartea
da lăstar
rață_roșcată rață
de labă
Carl Orff
roman romaniță
nepretențios neostentativ
bărci cursă_de_bărci
consoană_oclusivă oclusivă
Spain of
Tb terbiu
eveniment_periodic eveniment
un șut
viitor_anterior viitor
arțar roșu
Howard Robard
curte instanță
maree_moartă moartă
freatică pânză
aștepta sta
biologică cercetare
|se| transmite |se| împrăștia
Poșta_S.U.A. S.U.A.
bine binefacere
lume sub
de muzeu
de_contrabandă negru
drobișor iarba-crucii
bob bob_de_cafea
ceapă ceapă_roșie
Royal_Air_Force Royal
bătălia_de_la_Lule_Burgas bătălia
rapid vioi
de rochie_de_seară
cu joc
buh proastă
de neam
zguduire zguduială
circular rotativ
inch țol
larg în_larg
Datura Datura_stramonium
apăsa împovăra
știre știre_fulger
sistem_de_direcție sistem
plângere plâns
convergență intersecție
profetiza prevesti
prin venit
Polygonum orientale
furcă pentru
pui sandviș_cu_pui
proporție raport
renaștere renaștere_spirituală
Charles Charles_I
relație relație_profesională
WTO World
|se| învârti |se| roti
hârtie_concept hârtie
Abutilon theophrasti
plecat supus
construcție gramaticală
animal companie
Rhamnus_purshianus Rhamnus
avânt renaștere
Allen_Tate Tate
Denali Rezervația
trage_un_clișeu tipări_după_șablon
alerga zbura
ura_bun-venit ura
chamaemorus pitic
părere_de_rău regret
strigător strigător_la_cer
sulfate sodium
povestire_de_aventuri povestire
geamăn_monozigot identic
morăreasă morăriță
anadiploză reduplicație
ad-hoc adunare
opune_rezistență ține
divide scinda
cal_de_călărie cal
voi vrea
cuvinte schimba_câteva_cuvinte
locul înlocui
diagnostic diagnostic_diferențial
aberație aiureală
comprimat cu
făină_de_pește făină
aur găină_cu_ouă_de_aur
balamale scoate
Barents Marea
semnal_pentru_ora_exactă semnal
fi_compus fi
praznic petrecere_campestră
comercială comerț
de jucător_de_tenis
artă_optică art
aparat dentar
J.R.R. Ronald
căpăta obține
pocăință părere
acces criză
Înțelepciunea_lui_Solomon Înțelepciunea
asistentă asistentă_șefă
[se] sfărâma [se] sparge
frizerie scaun_de_frizerie
aparte separat
Samuel a
bancă_centrală bancă
porcul_termitelor termitelor
hrăni putea
casă casă_de_bani
ieșire situație
Rubiales ordinul
Cartea_Exodul Exodul
combustie_internă combustie
așteptări performa_sub_așteptări
franc franc_francez
duce răposa
bonetă de
spate înot_pe_spate
grații intra
subestimare subevaluare
Războiul Războiul_Civil_Englez
scarabeu scarabeu_sacru
la_prima_vedere prima
Sfântul_Vasile Vasile_cel_Mare
fantasmagoric fantezist
excitabil pasional
Henric_II Henric
Brigăzile Brigăzile_Roșii
muflon musimon
gurmand găman
pudră pudră_de_săpun
inhibitor serotoninei
lume univers
cep pune
prost țăran
aliaj_pe_bază_de_cupru aramă
scrutin_de_listă vot_pe_listă
familia_Pectinidae familia
C acid_ascorbic
întărire încordare
conjectura specula
lemn lemn_de_măslin
ațâța monta
manual mână
|se| sfârși |se| stoarce
aținti fixa
cabalină cal
discutabil incert
drojdia drojdia_societății
mecanism mașinărie
bombă_antipersonal fragmentare
de tragere_de_inimă
născut prunc
nevoie vicisitudine
semnificație tâlc
ediție_limitată limitată
furibund înfierbântat
scindare subdivizare
facial nerv
Apărătorii_Mâinii_Roșii Apărătorii
Andrew Carnegie
faptul_mare iarbă
America of
trăncăni îndruga
audio echipament_audio
povățuitor sfătuitor
act violență
ignoranță neștiință
somn_de_veci veșnică
Cartea_a_doua_a_lui_Samuel Samuel
bacanală orgie
pistol_cu_apă pistol
face gălăgie
de vot
necioplit țoapă
Pedro Pedro_Calderon_de_la_Barca
cinema stea_de_cinema
oțel_rapid oțel
Dibranchiata subclasa_Dibranchiata
cumpărător_de_casă de
Muncitorilor Partidul
Saccharomyces_cerevisiae Saccharomyces
